Date,Year,Month,Monthly_Anomaly,Monthly_Uncertainty,Annual_Anomaly,Annual_Uncertainty,Five_Year_Anomaly,Five_Year_Uncertainty,Ten_Year_Anomaly,Ten_Year_Uncertainty,Twenty_Year_Anomaly,Twenty_Year_Uncertainty
1872-06-01,1872,6,-0.262,0.148,-0.277,0.089,-0.283,0.087,-0.259,0.093,-0.234,0.093
1872-07-01,1872,7,-0.133,0.176,-0.262,0.092,-0.286,0.087,-0.256,0.092,-0.234,0.093
1872-08-01,1872,8,-0.051,0.198,-0.234,0.093,-0.285,0.086,-0.251,0.092,-0.233,0.092
1872-09-01,1872,9,-0.177,0.135,-0.225,0.096,-0.287,0.086,-0.249,0.091,-0.231,0.092
1872-10-01,1872,10,-0.203,0.159,-0.229,0.097,-0.288,0.086,-0.247,0.092,-0.231,0.092
1872-11-01,1872,11,-0.354,0.163,-0.236,0.1,-0.289,0.086,-0.247,0.091,-0.231,0.092
1872-12-01,1872,12,-0.421,0.226,-0.232,0.101,-0.292,0.084,-0.246,0.09,-0.229,0.092
1873-01-01,1873,1,-0.247,0.229,-0.236,0.102,-0.293,0.083,-0.242,0.089,-0.231,0.092
1873-02-01,1873,2,-0.06,0.21,-0.244,0.103,-0.292,0.082,-0.234,0.088,-0.232,0.091
1873-03-01,1873,3,-0.26,0.234,-0.258,0.104,-0.293,0.081,-0.227,0.088,-0.231,0.091
1873-04-01,1873,4,-0.389,0.17,-0.262,0.104,-0.29,0.08,-0.224,0.087,-0.231,0.091
1873-05-01,1873,5,-0.274,0.179,-0.259,0.104,-0.294,0.08,-0.224,0.086,-0.231,0.091
1873-06-01,1873,6,-0.214,0.15,-0.241,0.104,-0.292,0.08,-0.222,0.086,-0.23,0.091
1873-07-01,1873,7,-0.181,0.23,-0.237,0.102,-0.29,0.08,-0.222,0.086,-0.23,0.09
1873-08-01,1873,8,-0.152,0.15,-0.255,0.102,-0.285,0.08,-0.221,0.085,-0.229,0.09
1873-09-01,1873,9,-0.345,0.166,-0.287,0.099,-0.286,0.079,-0.219,0.084,-0.229,0.09
1873-10-01,1873,10,-0.25,0.155,-0.285,0.102,-0.289,0.079,-0.219,0.084,-0.228,0.089
1873-11-01,1873,11,-0.311,0.184,-0.285,0.106,-0.293,0.078,-0.217,0.083,-0.229,0.089
1873-12-01,1873,12,-0.212,0.174,-0.295,0.111,-0.295,0.077,-0.218,0.083,-0.229,0.088
1874-01-01,1874,1,-0.189,0.203,-0.304,0.108,-0.295,0.076,-0.218,0.083,-0.227,0.088
1874-02-01,1874,2,-0.276,0.195,-0.308,0.109,-0.296,0.076,-0.219,0.081,-0.226,0.088
1874-03-01,1874,3,-0.647,0.174,-0.294,0.114,-0.296,0.076,-0.216,0.08,-0.227,0.087
1874-04-01,1874,4,-0.364,0.146,-0.3,0.113,-0.296,0.077,-0.216,0.08,-0.227,0.087
1874-05-01,1874,5,-0.273,0.217,-0.307,0.113,-0.295,0.077,-0.216,0.079,-0.228,0.086
1874-06-01,1874,6,-0.336,0.17,-0.317,0.114,-0.298,0.078,-0.216,0.079,-0.23,0.086
1874-07-01,1874,7,-0.289,0.195,-0.338,0.112,-0.294,0.079,-0.216,0.079,-0.231,0.086
1874-08-01,1874,8,-0.199,0.173,-0.343,0.11,-0.288,0.08,-0.216,0.079,-0.231,0.086
1874-09-01,1874,9,-0.186,0.135,-0.325,0.109,-0.281,0.08,-0.217,0.079,-0.231,0.085
1874-10-01,1874,10,-0.323,0.155,-0.322,0.11,-0.277,0.082,-0.216,0.079,-0.232,0.085
1874-11-01,1874,11,-0.395,0.17,-0.321,0.105,-0.275,0.082,-0.217,0.078,-0.233,0.085
1874-12-01,1874,12,-0.324,0.176,-0.316,0.1,-0.272,0.083,-0.217,0.079,-0.233,0.085
1875-01-01,1875,1,-0.445,0.182,-0.31,0.097,-0.268,0.083,-0.218,0.078,-0.236,0.085
1875-02-01,1875,2,-0.341,0.186,-0.313,0.096,-0.264,0.083,-0.218,0.079,-0.236,0.085
1875-03-01,1875,3,-0.423,0.172,-0.318,0.097,-0.259,0.083,-0.217,0.079,-0.236,0.085
1875-04-01,1875,4,-0.331,0.154,-0.305,0.096,-0.253,0.083,-0.218,0.079,-0.237,0.084
1875-05-01,1875,5,-0.258,0.147,-0.313,0.091,-0.243,0.084,-0.218,0.079,-0.238,0.084
1875-06-01,1875,6,-0.274,0.118,-0.321,0.09,-0.237,0.085,-0.22,0.078,-0.239,0.084
1875-07-01,1875,7,-0.226,0.134,-0.314,0.093,-0.233,0.085,-0.221,0.077,-0.239,0.083
1875-08-01,1875,8,-0.237,0.13,-0.305,0.094,-0.225,0.085,-0.22,0.077,-0.24,0.083
1875-09-01,1875,9,-0.236,0.146,-0.294,0.092,-0.212,0.084,-0.221,0.076,-0.241,0.082
1875-10-01,1875,10,-0.171,0.145,-0.288,0.093,-0.201,0.085,-0.221,0.076,-0.241,0.082
1875-11-01,1875,11,-0.493,0.135,-0.308,0.093,-0.197,0.085,-0.22,0.076,-0.242,0.082
1875-12-01,1875,12,-0.42,0.171,-0.312,0.095,-0.193,0.085,-0.218,0.076,-0.24,0.082
1876-01-01,1876,1,-0.358,0.226,-0.308,0.098,-0.188,0.084,-0.214,0.075,-0.243,0.081
1876-02-01,1876,2,-0.238,0.171,-0.313,0.102,-0.185,0.084,-0.211,0.075,-0.244,0.081
1876-03-01,1876,3,-0.29,0.161,-0.323,0.105,-0.18,0.084,-0.21,0.075,-0.244,0.081
1876-04-01,1876,4,-0.25,0.163,-0.332,0.109,-0.177,0.083,-0.209,0.075,-0.243,0.081
1876-05-01,1876,5,-0.499,0.174,-0.325,0.11,-0.172,0.083,-0.208,0.075,-0.243,0.081
1876-06-01,1876,6,-0.328,0.132,-0.334,0.11,-0.171,0.083,-0.209,0.075,-0.244,0.08
1876-07-01,1876,7,-0.181,0.15,-0.318,0.111,-0.17,0.083,-0.209,0.074,-0.245,0.08
1876-08-01,1876,8,-0.296,0.163,-0.302,0.115,-0.168,0.083,-0.208,0.074,-0.246,0.08
1876-09-01,1876,9,-0.355,0.151,-0.274,0.111,-0.159,0.082,-0.208,0.073,-0.247,0.079
1876-10-01,1876,10,-0.271,0.142,-0.261,0.109,-0.157,0.082,-0.208,0.073,-0.248,0.079
1876-11-01,1876,11,-0.419,0.188,-0.227,0.109,-0.157,0.081,-0.207,0.074,-0.25,0.079
1876-12-01,1876,12,-0.517,0.172,-0.206,0.112,-0.155,0.081,-0.205,0.074,-0.252,0.078
1877-01-01,1877,1,-0.174,0.195,-0.182,0.112,-0.154,0.081,-0.201,0.074,-0.255,0.078
1877-02-01,1877,2,-0.038,0.199,-0.141,0.111,-0.154,0.08,-0.197,0.075,-0.256,0.078
1877-03-01,1877,3,0.041,0.166,-0.099,0.111,-0.156,0.08,-0.195,0.075,-0.257,0.078
1877-04-01,1877,4,-0.1,0.155,-0.064,0.112,-0.153,0.079,-0.194,0.075,-0.257,0.078
1877-05-01,1877,5,-0.091,0.157,-0.011,0.11,-0.15,0.079,-0.195,0.075,-0.258,0.078
1877-06-01,1877,6,-0.071,0.166,0.028,0.106,-0.152,0.079,-0.195,0.075,-0.259,0.077
1877-07-01,1877,7,0.109,0.157,0.044,0.104,-0.15,0.079,-0.197,0.075,-0.259,0.077
1877-08-01,1877,8,0.197,0.155,0.082,0.102,-0.151,0.079,-0.198,0.075,-0.26,0.077
1877-09-01,1877,9,0.143,0.154,0.12,0.102,-0.148,0.079,-0.198,0.075,-0.261,0.076
1877-10-01,1877,10,0.154,0.136,0.152,0.102,-0.147,0.079,-0.199,0.075,-0.262,0.076
1877-11-01,1877,11,0.222,0.155,0.154,0.101,-0.147,0.079,-0.199,0.075,-0.265,0.076
1877-12-01,1877,12,-0.051,0.188,0.165,0.098,-0.148,0.079,-0.2,0.075,-0.265,0.076
1878-01-01,1878,1,0.011,0.206,0.163,0.099,-0.149,0.079,-0.201,0.075,-0.265,0.075
1878-02-01,1878,2,0.417,0.204,0.15,0.099,-0.148,0.079,-0.204,0.076,-0.264,0.075
1878-03-01,1878,3,0.504,0.138,0.134,0.099,-0.15,0.079,-0.203,0.075,-0.265,0.074
1878-04-01,1878,4,0.282,0.159,0.115,0.098,-0.152,0.079,-0.203,0.075,-0.266,0.074
1878-05-01,1878,5,-0.062,0.144,0.097,0.098,-0.147,0.08,-0.202,0.075,-0.266,0.074
1878-06-01,1878,6,0.057,0.141,0.088,0.097,-0.144,0.079,-0.202,0.075,-0.267,0.073
1878-07-01,1878,7,0.079,0.164,0.074,0.097,-0.139,0.079,-0.202,0.074,-0.268,0.073
1878-08-01,1878,8,0.043,0.147,0.027,0.093,-0.137,0.078,-0.204,0.074,-0.269,0.073
1878-09-01,1878,9,-0.046,0.142,-0.023,0.092,-0.134,0.079,-0.204,0.074,-0.269,0.073
1878-10-01,1878,10,-0.069,0.118,-0.067,0.089,-0.129,0.079,-0.204,0.074,-0.27,0.072
1878-11-01,1878,11,0.004,0.128,-0.084,0.086,-0.123,0.079,-0.205,0.073,-0.269,0.072
1878-12-01,1878,12,-0.166,0.159,-0.105,0.086,-0.123,0.08,-0.205,0.073,-0.269,0.072
1879-01-01,1879,1,-0.153,0.188,-0.13,0.085,-0.123,0.079,-0.205,0.073,-0.269,0.072
1879-02-01,1879,2,-0.148,0.157,-0.153,0.084,-0.12,0.078,-0.204,0.073,-0.268,0.071
1879-03-01,1879,3,-0.092,0.137,-0.174,0.084,-0.119,0.078,-0.203,0.073,-0.266,0.071
1879-04-01,1879,4,-0.251,0.138,-0.178,0.083,-0.119,0.077,-0.204,0.073,-0.264,0.071
1879-05-01,1879,5,-0.264,0.122,-0.198,0.084,-0.118,0.077,-0.206,0.072,-0.264,0.071
1879-06-01,1879,6,-0.2,0.171,-0.219,0.086,-0.112,0.077,-0.207,0.072,-0.264,0.071
1879-07-01,1879,7,-0.216,0.132,-0.235,0.082,-0.108,0.077,-0.209,0.072,-0.264,0.071
1879-08-01,1879,8,-0.239,0.133,-0.255,0.084,-0.106,0.076,-0.211,0.071,-0.264,0.07
1879-09-01,1879,9,-0.287,0.119,-0.267,0.089,-0.109,0.076,-0.214,0.071,-0.265,0.07
1879-10-01,1879,10,-0.123,0.138,-0.271,0.09,-0.111,0.076,-0.215,0.071,-0.265,0.07
1879-11-01,1879,11,-0.239,0.142,-0.271,0.091,-0.114,0.075,-0.216,0.07,-0.266,0.07
1879-12-01,1879,12,-0.415,0.18,-0.281,0.091,-0.118,0.074,-0.217,0.07,-0.266,0.07
1880-01-01,1880,1,-0.346,0.177,-0.286,0.091,-0.126,0.074,-0.218,0.071,-0.266,0.07
1880-02-01,1880,2,-0.393,0.182,-0.282,0.095,-0.132,0.073,-0.219,0.071,-0.266,0.07
1880-03-01,1880,3,-0.237,0.185,-0.288,0.096,-0.138,0.073,-0.219,0.071,-0.267,0.07
1880-04-01,1880,4,-0.299,0.153,-0.304,0.095,-0.146,0.073,-0.22,0.071,-0.268,0.07
1880-05-01,1880,5,-0.255,0.142,-0.298,0.095,-0.155,0.073,-0.222,0.071,-0.269,0.07
1880-06-01,1880,6,-0.324,0.138,-0.282,0.095,-0.163,0.073,-0.224,0.071,-0.27,0.07
1880-07-01,1880,7,-0.273,0.154,-0.26,0.094,-0.17,0.073,-0.225,0.071,-0.271,0.069
1880-08-01,1880,8,-0.191,0.147,-0.239,0.092,-0.183,0.073,-0.227,0.071,-0.272,0.069
1880-09-01,1880,9,-0.357,0.144,-0.224,0.092,-0.195,0.073,-0.228,0.071,-0.273,0.069
1880-10-01,1880,10,-0.319,0.124,-0.199,0.093,-0.204,0.072,-0.229,0.07,-0.273,0.069
1880-11-01,1880,11,-0.166,0.135,-0.186,0.093,-0.208,0.072,-0.228,0.07,-0.274,0.069
1880-12-01,1880,12,-0.218,0.143,-0.187,0.097,-0.211,0.073,-0.226,0.07,-0.273,0.069
1881-01-01,1881,1,-0.085,0.177,-0.178,0.095,-0.216,0.072,-0.227,0.07,-0.273,0.069
1881-02-01,1881,2,-0.14,0.19,-0.175,0.093,-0.223,0.072,-0.23,0.07,-0.273,0.069
1881-03-01,1881,3,-0.057,0.18,-0.17,0.093,-0.227,0.072,-0.231,0.071,-0.273,0.069
1881-04-01,1881,4,-0.007,0.169,-0.166,0.093,-0.231,0.072,-0.232,0.07,-0.274,0.069
1881-05-01,1881,5,-0.094,0.14,-0.179,0.092,-0.238,0.072,-0.231,0.07,-0.274,0.069
1881-06-01,1881,6,-0.336,0.163,-0.177,0.094,-0.239,0.071,-0.232,0.071,-0.274,0.068
1881-07-01,1881,7,-0.168,0.125,-0.161,0.091,-0.24,0.071,-0.233,0.071,-0.275,0.068
1881-08-01,1881,8,-0.157,0.138,-0.146,0.092,-0.24,0.071,-0.234,0.071,-0.275,0.068
1881-09-01,1881,9,-0.296,0.117,-0.15,0.089,-0.247,0.072,-0.235,0.07,-0.275,0.068
1881-10-01,1881,10,-0.265,0.126,-0.169,0.088,-0.251,0.072,-0.236,0.07,-0.275,0.068
1881-11-01,1881,11,-0.329,0.119,-0.183,0.088,-0.255,0.072,-0.237,0.07,-0.275,0.068
1881-12-01,1881,12,-0.196,0.152,-0.183,0.083,-0.26,0.072,-0.236,0.07,-0.274,0.068
1882-01-01,1882,1,0.115,0.132,-0.197,0.084,-0.265,0.071,-0.242,0.07,-0.273,0.068
1882-02-01,1882,2,0.038,0.142,-0.2,0.084,-0.268,0.072,-0.247,0.069,-0.272,0.069
1882-03-01,1882,3,-0.1,0.125,-0.191,0.085,-0.271,0.072,-0.251,0.069,-0.272,0.068
1882-04-01,1882,4,-0.246,0.166,-0.196,0.085,-0.276,0.072,-0.253,0.069,-0.272,0.069
1882-05-01,1882,5,-0.257,0.142,-0.199,0.087,-0.282,0.071,-0.255,0.069,-0.273,0.069
1882-06-01,1882,6,-0.337,0.118,-0.226,0.087,-0.282,0.071,-0.259,0.069,-0.273,0.069
1882-07-01,1882,7,-0.338,0.129,-0.267,0.089,-0.286,0.072,-0.262,0.069,-0.275,0.069
1882-08-01,1882,8,-0.189,0.151,-0.304,0.091,-0.287,0.072,-0.268,0.069,-0.276,0.069
1882-09-01,1882,9,-0.188,0.129,-0.309,0.09,-0.29,0.071,-0.272,0.069,-0.277,0.069
1882-10-01,1882,10,-0.332,0.115,-0.315,0.086,-0.293,0.071,-0.277,0.069,-0.277,0.069
1882-11-01,1882,11,-0.358,0.148,-0.314,0.086,-0.297,0.071,-0.282,0.068,-0.278,0.069
1882-12-01,1882,12,-0.523,0.142,-0.298,0.087,-0.301,0.071,-0.284,0.068,-0.279,0.069
1883-01-01,1883,1,-0.379,0.161,-0.291,0.086,-0.302,0.071,-0.287,0.068,-0.281,0.069
1883-02-01,1883,2,-0.402,0.17,-0.303,0.085,-0.306,0.072,-0.294,0.068,-0.283,0.069
1883-03-01,1883,3,-0.163,0.129,-0.315,0.084,-0.306,0.072,-0.302,0.068,-0.283,0.069
1883-04-01,1883,4,-0.311,0.134,-0.31,0.084,-0.306,0.072,-0.307,0.068,-0.283,0.069
1883-05-01,1883,5,-0.247,0.137,-0.316,0.084,-0.309,0.072,-0.309,0.068,-0.284,0.069
1883-06-01,1883,6,-0.141,0.113,-0.292,0.082,-0.307,0.072,-0.312,0.068,-0.284,0.069
1883-07-01,1883,7,-0.262,0.128,-0.278,0.082,-0.315,0.073,-0.315,0.069,-0.284,0.069
1883-08-01,1883,8,-0.325,0.137,-0.258,0.083,-0.322,0.073,-0.318,0.069,-0.284,0.069
1883-09-01,1883,9,-0.335,0.124,-0.284,0.085,-0.329,0.073,-0.32,0.069,-0.284,0.069
1883-10-01,1883,10,-0.271,0.115,-0.298,0.084,-0.335,0.072,-0.32,0.069,-0.284,0.069
1883-11-01,1883,11,-0.433,0.123,-0.32,0.083,-0.339,0.072,-0.321,0.069,-0.284,0.069
1883-12-01,1883,12,-0.239,0.137,-0.349,0.084,-0.341,0.072,-0.32,0.07,-0.285,0.069
1884-01-01,1884,1,-0.203,0.144,-0.37,0.084,-0.343,0.072,-0.32,0.069,-0.286,0.069
1884-02-01,1884,2,-0.16,0.157,-0.38,0.085,-0.348,0.073,-0.317,0.069,-0.286,0.069
1884-03-01,1884,3,-0.479,0.176,-0.392,0.086,-0.35,0.073,-0.316,0.07,-0.285,0.069
1884-04-01,1884,4,-0.477,0.13,-0.406,0.086,-0.353,0.073,-0.313,0.07,-0.285,0.069
1884-05-01,1884,5,-0.518,0.127,-0.417,0.084,-0.356,0.073,-0.312,0.07,-0.286,0.069
1884-06-01,1884,6,-0.488,0.125,-0.432,0.086,-0.359,0.073,-0.312,0.07,-0.286,0.069
1884-07-01,1884,7,-0.517,0.128,-0.466,0.09,-0.376,0.074,-0.312,0.07,-0.286,0.069
1884-08-01,1884,8,-0.44,0.142,-0.489,0.091,-0.387,0.074,-0.312,0.07,-0.287,0.068
1884-09-01,1884,9,-0.478,0.144,-0.481,0.089,-0.393,0.074,-0.313,0.07,-0.287,0.068
1884-10-01,1884,10,-0.447,0.108,-0.483,0.089,-0.394,0.074,-0.314,0.07,-0.287,0.068
1884-11-01,1884,11,-0.558,0.119,-0.482,0.091,-0.397,0.074,-0.315,0.07,-0.286,0.068
1884-12-01,1884,12,-0.423,0.14,-0.487,0.092,-0.399,0.074,-0.314,0.069,-0.286,0.068
1885-01-01,1885,1,-0.614,0.177,-0.473,0.094,-0.399,0.074,-0.315,0.07,-0.286,0.069
1885-02-01,1885,2,-0.43,0.178,-0.47,0.095,-0.404,0.074,-0.315,0.07,-0.287,0.069
1885-03-01,1885,3,-0.389,0.14,-0.463,0.093,-0.407,0.074,-0.317,0.07,-0.287,0.069
1885-04-01,1885,4,-0.491,0.146,-0.451,0.095,-0.408,0.074,-0.318,0.069,-0.286,0.069
1885-05-01,1885,5,-0.516,0.15,-0.433,0.098,-0.408,0.074,-0.32,0.07,-0.286,0.069
1885-06-01,1885,6,-0.539,0.135,-0.409,0.099,-0.405,0.074,-0.321,0.07,-0.286,0.069
1885-07-01,1885,7,-0.346,0.138,-0.402,0.1,-0.404,0.073,-0.322,0.07,-0.286,0.069
1885-08-01,1885,8,-0.414,0.146,-0.414,0.099,-0.405,0.073,-0.324,0.07,-0.287,0.069
1885-09-01,1885,9,-0.387,0.129,-0.423,0.102,-0.41,0.074,-0.324,0.07,-0.287,0.069
1885-10-01,1885,10,-0.302,0.122,-0.413,0.101,-0.41,0.074,-0.324,0.07,-0.287,0.069
1885-11-01,1885,11,-0.341,0.117,-0.395,0.099,-0.411,0.074,-0.328,0.07,-0.286,0.069
1885-12-01,1885,12,-0.142,0.129,-0.388,0.098,-0.414,0.075,-0.329,0.071,-0.285,0.069
1886-01-01,1886,1,-0.521,0.162,-0.385,0.098,-0.413,0.075,-0.332,0.071,-0.284,0.069
1886-02-01,1886,2,-0.575,0.153,-0.385,0.097,-0.413,0.076,-0.335,0.071,-0.283,0.069
1886-03-01,1886,3,-0.502,0.162,-0.391,0.099,-0.412,0.076,-0.336,0.071,-0.284,0.069
1886-04-01,1886,4,-0.367,0.133,-0.403,0.1,-0.409,0.076,-0.339,0.071,-0.284,0.069
1886-05-01,1886,5,-0.308,0.126,-0.417,0.099,-0.404,0.077,-0.34,0.071,-0.283,0.069
1886-06-01,1886,6,-0.451,0.116,-0.438,0.095,-0.401,0.078,-0.34,0.071,-0.282,0.069
1886-07-01,1886,7,-0.306,0.132,-0.466,0.095,-0.4,0.078,-0.341,0.071,-0.282,0.069
1886-08-01,1886,8,-0.417,0.139,-0.471,0.094,-0.393,0.078,-0.342,0.071,-0.281,0.069
1886-09-01,1886,9,-0.464,0.141,-0.466,0.093,-0.385,0.078,-0.342,0.071,-0.281,0.069
1886-10-01,1886,10,-0.438,0.127,-0.463,0.093,-0.376,0.078,-0.342,0.071,-0.28,0.069
1886-11-01,1886,11,-0.515,0.113,-0.473,0.091,-0.37,0.078,-0.343,0.071,-0.279,0.069
1886-12-01,1886,12,-0.386,0.125,-0.474,0.092,-0.365,0.077,-0.342,0.071,-0.277,0.069
1887-01-01,1887,1,-0.864,0.171,-0.476,0.091,-0.359,0.077,-0.345,0.071,-0.277,0.069
1887-02-01,1887,2,-0.631,0.137,-0.482,0.088,-0.357,0.076,-0.347,0.071,-0.278,0.069
1887-03-01,1887,3,-0.445,0.153,-0.476,0.087,-0.354,0.076,-0.349,0.071,-0.279,0.069
1887-04-01,1887,4,-0.328,0.132,-0.473,0.085,-0.352,0.076,-0.351,0.071,-0.279,0.069
1887-05-01,1887,5,-0.428,0.142,-0.458,0.085,-0.349,0.077,-0.352,0.071,-0.279,0.069
1887-06-01,1887,6,-0.467,0.125,-0.454,0.087,-0.347,0.077,-0.351,0.071,-0.279,0.069
1887-07-01,1887,7,-0.326,0.125,-0.411,0.083,-0.344,0.076,-0.352,0.071,-0.28,0.069
1887-08-01,1887,8,-0.493,0.135,-0.396,0.082,-0.343,0.076,-0.354,0.071,-0.282,0.069
1887-09-01,1887,9,-0.386,0.12,-0.394,0.082,-0.345,0.076,-0.355,0.071,-0.284,0.069
1887-10-01,1887,10,-0.404,0.103,-0.392,0.082,-0.343,0.076,-0.355,0.071,-0.285,0.069
1887-11-01,1887,11,-0.335,0.122,-0.383,0.082,-0.342,0.075,-0.358,0.071,-0.287,0.069
1887-12-01,1887,12,-0.341,0.126,-0.37,0.084,-0.341,0.075,-0.357,0.071,-0.288,0.068
1888-01-01,1888,1,-0.344,0.145,-0.364,0.084,-0.342,0.075,-0.361,0.071,-0.289,0.069
1888-02-01,1888,2,-0.45,0.138,-0.345,0.086,-0.342,0.074,-0.362,0.071,-0.292,0.069
1888-03-01,1888,3,-0.428,0.129,-0.337,0.086,-0.343,0.074,-0.364,0.071,-0.297,0.069
1888-04-01,1888,4,-0.299,0.144,-0.312,0.085,-0.343,0.074,-0.364,0.071,-0.3,0.069
1888-05-01,1888,5,-0.324,0.146,-0.295,0.087,-0.347,0.074,-0.365,0.071,-0.301,0.069
1888-06-01,1888,6,-0.308,0.142,-0.274,0.088,-0.351,0.075,-0.366,0.071,-0.303,0.069
1888-07-01,1888,7,-0.255,0.127,-0.253,0.091,-0.35,0.075,-0.366,0.071,-0.304,0.069
1888-08-01,1888,8,-0.268,0.144,-0.198,0.09,-0.348,0.075,-0.365,0.071,-0.306,0.069
1888-09-01,1888,9,-0.281,0.11,-0.159,0.091,-0.344,0.074,-0.365,0.071,-0.307,0.069
1888-10-01,1888,10,-0.106,0.108,-0.13,0.09,-0.343,0.074,-0.365,0.071,-0.309,0.069
1888-11-01,1888,11,-0.133,0.126,-0.117,0.088,-0.341,0.074,-0.363,0.072,-0.311,0.069
1888-12-01,1888,12,-0.086,0.137,-0.108,0.085,-0.339,0.074,-0.364,0.072,-0.312,0.069
1889-01-01,1889,1,-0.1,0.141,-0.1,0.085,-0.339,0.074,-0.367,0.072,-0.312,0.069
1889-02-01,1889,2,0.218,0.124,-0.1,0.082,-0.337,0.073,-0.368,0.072,-0.313,0.069
1889-03-01,1889,3,0.034,0.156,-0.105,0.082,-0.333,0.073,-0.367,0.073,-0.314,0.07
1889-04-01,1889,4,0.045,0.122,-0.121,0.083,-0.331,0.073,-0.367,0.073,-0.314,0.07
1889-05-01,1889,5,-0.162,0.119,-0.143,0.081,-0.33,0.073,-0.366,0.073,-0.314,0.07
1889-06-01,1889,6,-0.206,0.108,-0.16,0.08,-0.325,0.073,-0.366,0.073,-0.315,0.07
1889-07-01,1889,7,-0.155,0.122,-0.187,0.08,-0.314,0.073,-0.364,0.073,-0.315,0.07
1889-08-01,1889,8,-0.268,0.125,-0.237,0.082,-0.306,0.073,-0.362,0.072,-0.315,0.07
1889-09-01,1889,9,-0.34,0.118,-0.284,0.081,-0.306,0.073,-0.361,0.072,-0.314,0.07
1889-10-01,1889,10,-0.3,0.111,-0.318,0.082,-0.308,0.073,-0.359,0.072,-0.314,0.07
1889-11-01,1889,11,-0.394,0.108,-0.344,0.082,-0.307,0.073,-0.357,0.073,-0.313,0.07
1889-12-01,1889,12,-0.291,0.119,-0.364,0.082,-0.304,0.073,-0.356,0.073,-0.312,0.07
1890-01-01,1890,1,-0.419,0.137,-0.384,0.081,-0.305,0.073,-0.355,0.073,-0.312,0.07
1890-02-01,1890,2,-0.392,0.154,-0.397,0.081,-0.304,0.073,-0.355,0.073,-0.311,0.071
1890-03-01,1890,3,-0.525,0.12,-0.405,0.081,-0.303,0.073,-0.355,0.073,-0.31,0.071
1890-04-01,1890,4,-0.369,0.124,-0.406,0.081,-0.302,0.073,-0.353,0.073,-0.309,0.071
1890-05-01,1890,5,-0.467,0.126,-0.422,0.084,-0.307,0.073,-0.351,0.073,-0.308,0.071
1890-06-01,1890,6,-0.443,0.113,-0.428,0.087,-0.31,0.073,-0.349,0.073,-0.308,0.071
1890-07-01,1890,7,-0.403,0.127,-0.431,0.089,-0.318,0.074,-0.348,0.073,-0.307,0.071
1890-08-01,1890,8,-0.426,0.132,-0.439,0.089,-0.32,0.074,-0.346,0.073,-0.307,0.071
1890-09-01,1890,9,-0.43,0.12,-0.415,0.092,-0.318,0.074,-0.346,0.073,-0.306,0.071
1890-10-01,1890,10,-0.317,0.119,-0.409,0.094,-0.318,0.074,-0.345,0.073,-0.305,0.071
1890-11-01,1890,11,-0.578,0.146,-0.391,0.096,-0.32,0.074,-0.343,0.073,-0.305,0.071
1890-12-01,1890,12,-0.366,0.143,-0.381,0.096,-0.319,0.074,-0.344,0.073,-0.304,0.072
1891-01-01,1891,1,-0.456,0.153,-0.372,0.096,-0.318,0.074,-0.341,0.073,-0.305,0.072
1891-02-01,1891,2,-0.485,0.139,-0.359,0.097,-0.317,0.074,-0.337,0.072,-0.305,0.072
1891-03-01,1891,3,-0.234,0.141,-0.344,0.096,-0.318,0.074,-0.336,0.072,-0.305,0.072
1891-04-01,1891,4,-0.306,0.128,-0.344,0.093,-0.32,0.074,-0.336,0.072,-0.305,0.072
1891-05-01,1891,5,-0.242,0.144,-0.331,0.091,-0.323,0.074,-0.336,0.073,-0.305,0.072
1891-06-01,1891,6,-0.33,0.123,-0.308,0.089,-0.328,0.074,-0.333,0.073,-0.305,0.072
1891-07-01,1891,7,-0.289,0.13,-0.29,0.089,-0.334,0.074,-0.331,0.072,-0.305,0.072
1891-08-01,1891,8,-0.276,0.137,-0.261,0.087,-0.343,0.075,-0.329,0.072,-0.305,0.072
1891-09-01,1891,9,-0.243,0.108,-0.278,0.085,-0.349,0.075,-0.326,0.073,-0.305,0.072
1891-10-01,1891,10,-0.318,0.114,-0.288,0.085,-0.358,0.076,-0.323,0.073,-0.306,0.072
1891-11-01,1891,11,-0.43,0.114,-0.299,0.084,-0.362,0.076,-0.321,0.073,-0.305,0.072
1891-12-01,1891,12,-0.088,0.114,-0.296,0.083,-0.366,0.076,-0.318,0.073,-0.306,0.072
1892-01-01,1892,1,-0.238,0.138,-0.307,0.082,-0.368,0.076,-0.313,0.073,-0.307,0.072
1892-02-01,1892,2,-0.142,0.124,-0.317,0.082,-0.368,0.076,-0.309,0.073,-0.308,0.072
1892-03-01,1892,3,-0.43,0.118,-0.328,0.081,-0.367,0.076,-0.308,0.073,-0.309,0.072
1892-04-01,1892,4,-0.426,0.12,-0.325,0.082,-0.366,0.076,-0.305,0.073,-0.309,0.072
1892-05-01,1892,5,-0.374,0.127,-0.344,0.082,-0.365,0.077,-0.302,0.074,-0.309,0.072
1892-06-01,1892,6,-0.294,0.126,-0.38,0.086,-0.365,0.078,-0.3,0.074,-0.309,0.073
1892-07-01,1892,7,-0.422,0.119,-0.427,0.084,-0.366,0.079,-0.299,0.074,-0.309,0.073
1892-08-01,1892,8,-0.403,0.135,-0.463,0.086,-0.366,0.079,-0.296,0.074,-0.31,0.073
